,timestamp,dvwa_container_cpu_cfs_periods_rate,dvwa_container_cpu_cfs_throttled_periods_rate,dvwa_container_cpu_cfs_throttled_seconds_rate,dvwa_container_cpu_load_average_10s,dvwa_container_cpu_system_seconds_rate,dvwa_container_cpu_usage_seconds_rate,dvwa_container_cpu_user_seconds_rate,dvwa_container_file_descriptors,dvwa_container_last_seen,dvwa_container_memory_cache,dvwa_container_memory_failcnt,dvwa_container_memory_failures_rate,dvwa_container_memory_mapped_file,dvwa_container_memory_max_usage_bytes,dvwa_container_memory_rss,dvwa_container_memory_swap,dvwa_container_memory_usage_bytes,dvwa_container_memory_working_set_bytes,dvwa_container_network_receive_bytes_rate,dvwa_container_network_receive_errors_rate,dvwa_container_network_receive_packets_dropped_rate,dvwa_container_network_receive_packets_rate,dvwa_container_network_transmit_bytes_rate,dvwa_container_network_transmit_errors_rate,dvwa_container_network_transmit_packets_dropped_rate,dvwa_container_network_transmit_packets_rate,dvwa_container_oom_events_rate,dvwa_container_processes,dvwa_container_sockets,dvwa_container_spec_cpu_period,dvwa_container_spec_cpu_quota,dvwa_container_spec_cpu_shares,dvwa_container_spec_memory_limit_bytes,dvwa_container_spec_memory_reservation_limit_bytes,dvwa_container_spec_memory_swap_limit_bytes,dvwa_container_start_time_seconds,dvwa_container_tasks_state,dvwa_container_threads,dvwa_container_threads_max,dvwa_container_ulimits_soft,dvwa_kube_deployment_status_replicas_unavailable,dvwa_kube_deployment_status_replicas_available,dvwa_kube_pod_container_resource_limits_cpu,dvwa_kube_pod_container_resource_limits_memory,db_container_cpu_cfs_periods_rate,db_container_cpu_cfs_throttled_periods_rate,db_container_cpu_cfs_throttled_seconds_rate,db_container_cpu_load_average_10s,db_container_cpu_system_seconds_rate,db_container_cpu_usage_seconds_rate,db_container_cpu_user_seconds_rate,db_container_file_descriptors,db_container_last_seen,db_container_memory_cache,db_container_memory_failcnt,db_container_memory_failures_rate,db_container_memory_mapped_file,db_container_memory_max_usage_bytes,db_container_memory_rss,db_container_memory_swap,db_container_memory_usage_bytes,db_container_memory_working_set_bytes,db_container_network_receive_bytes_rate,db_container_network_receive_errors_rate,db_container_network_receive_packets_dropped_rate,db_container_network_receive_packets_rate,db_container_network_transmit_bytes_rate,db_container_network_transmit_errors_rate,db_container_network_transmit_packets_dropped_rate,db_container_network_transmit_packets_rate,db_container_oom_events_rate,db_container_processes,db_container_sockets,db_container_spec_cpu_period,db_container_spec_cpu_quota,db_container_spec_cpu_shares,db_container_spec_memory_limit_bytes,db_container_spec_memory_reservation_limit_bytes,db_container_spec_memory_swap_limit_bytes,db_container_start_time_seconds,db_container_tasks_state,db_container_threads,db_container_threads_max,db_container_ulimits_soft,db_kube_deployment_status_replicas_unavailable,db_kube_deployment_status_replicas_available,db_kube_pod_container_resource_limits_cpu,db_kube_pod_container_resource_limits_memory
0,2024-11-19 18:53:05,5.23168908819133,0.0,0.0,0.0,0.0037518684604324693,0.01662705530633732,0.01287443946183625,279.0,1732042384.0,2150400.0,0.0,355.75485799701045,98304.0,0.0,34000896.0,0.0,81567744.0,79515648.0,32339.759912695525,0.0,0.0,251.72790105492905,42986.540560203706,0.0,0.0,285.19461622408147,0.0,26.0,72.0,100000.0,50000.0,237.0,268435456.0,0.0,0.0,1731946891.0,0.0,26.0,0.0,1048576.0,0.0,1.0,0.5,268435456.0,,,,0.0,0.0025682680151540623,0.0032199747155407703,0.0006517067003867082,50.0,1732042384.0,29184000.0,0.0,0.0,0.0,0.0,81489920.0,0.0,115847168.0,86663168.0,18106.34328358209,0.0,0.0,209.88805970149252,13821.828358208955,0.0,0.0,155.78358208955223,0.0,1.0,3.0,100000.0,,2.0,0.0,0.0,0.0,1731946899.0,0.0,14.0,0.0,1048576.0,0.0,1.0,,
1,2024-11-19 18:53:06,5.23168908819133,0.0,0.0,0.0,0.0037518684604324693,0.01662705530633732,0.01287443946183625,279.0,1732042384.0,2150400.0,0.0,355.75485799701045,98304.0,0.0,34000896.0,0.0,81567744.0,79515648.0,32859.17808219178,0.0,0.0,257.5342465753425,43525.479452054795,0.0,0.0,288.2191780821918,0.0,26.0,72.0,100000.0,50000.0,237.0,268435456.0,0.0,0.0,1731946891.0,0.0,26.0,0.0,1048576.0,0.0,1.0,0.5,268435456.0,,,,0.0,0.004088904204016042,0.004763611302510657,0.0006753962784275854,50.0,1732042384.0,29184000.0,0.0,0.0,0.0,0.0,81489920.0,0.0,115597312.0,86413312.0,18106.34328358209,0.0,0.0,209.88805970149252,13821.828358208955,0.0,0.0,155.78358208955223,0.0,1.0,3.0,100000.0,,2.0,0.0,0.0,0.0,1731946899.0,0.0,14.0,0.0,1048576.0,0.0,1.0,,
2,2024-11-19 18:53:07,9.383378016085791,0.0,0.0,0.0,0.008070710455732252,0.018837131367356548,0.010766756032114485,279.0,1732042386.0,2170880.0,0.0,410.1876675603217,98304.0,0.0,34000896.0,0.0,81604608.0,79532032.0,32859.17808219178,0.0,0.0,257.5342465753425,43525.479452054795,0.0,0.0,288.2191780821918,0.0,26.0,72.0,100000.0,50000.0,237.0,268435456.0,0.0,0.0,1731946891.0,0.0,26.0,0.0,1048576.0,0.0,1.0,0.5,268435456.0,,,,0.0,0.004088904204016042,0.004763611302510657,0.0006753962784275854,50.0,1732042386.0,29184000.0,0.0,0.0,0.0,0.0,81489920.0,0.0,115597312.0,86413312.0,15697.327316903855,0.0,0.0,181.881291218327,11939.257202360292,0.0,0.0,134.32835820895522,0.0,1.0,3.0,100000.0,,2.0,0.0,0.0,0.0,1731946899.0,0.0,14.0,0.0,1048576.0,0.0,1.0,,
3,2024-11-19 18:53:08,10.023130300693909,0.0,0.0,0.0,0.0024232845027160883,0.019387818041595766,0.016964533538967333,279.0,1732042386.0,2174976.0,0.0,340.7864302235929,98304.0,0.0,34000896.0,0.0,81752064.0,79679488.0,32859.17808219178,0.0,0.0,257.5342465753425,43525.479452054795,0.0,0.0,288.2191780821918,0.0,26.0,72.0,100000.0,50000.0,237.0,268435456.0,0.0,0.0,1731946891.0,0.0,26.0,0.0,1048576.0,0.0,1.0,0.5,268435456.0,,,,0.0,0.0020678325384113983,0.0031086380498583726,0.0010408055113867271,50.0,1732042386.0,29184000.0,0.0,0.0,0.0,0.0,81489920.0,0.0,115597312.0,86413312.0,13576.393442622952,0.0,0.0,157.37704918032787,10271.475409836066,0.0,0.0,115.40983606557377,0.0,1.0,3.0,100000.0,,2.0,0.0,0.0,0.0,1731946899.0,0.0,14.0,0.0,1048576.0,0.0,1.0,,
4,2024-11-19 18:53:09,10.023130300693909,0.0,0.0,0.0,0.0024232845027160883,0.019387818041595766,0.016964533538967333,279.0,1732042388.0,2174976.0,0.0,340.7864302235929,98304.0,0.0,34000896.0,0.0,81752064.0,79679488.0,30532.37156931738,0.0,0.0,242.08304011259676,40424.7009148487,0.0,0.0,269.88036593947925,0.0,26.0,72.0,100000.0,50000.0,237.0,268435456.0,0.0,0.0,1731946891.0,0.0,26.0,0.0,1048576.0,0.0,1.0,0.5,268435456.0,,,,0.0,0.0020678325384113983,0.0031086380498583726,0.0010408055113867271,50.0,1732042388.0,29184000.0,0.0,0.0,0.0,0.0,81489920.0,0.0,115597312.0,86413312.0,13576.393442622952,0.0,0.0,157.37704918032787,10271.475409836066,0.0,0.0,115.40983606557377,0.0,1.0,3.0,100000.0,,2.0,0.0,0.0,0.0,1731946899.0,0.0,14.0,0.0,1048576.0,0.0,1.0,,
5,2024-11-19 18:53:10,10.023130300693909,0.0,0.0,0.0,0.0024232845027160883,0.019387818041595766,0.016964533538967333,279.0,1732042388.0,2174976.0,0.0,340.7864302235929,98304.0,0.0,34000896.0,0.0,81752064.0,79679488.0,30532.37156931738,0.0,0.0,242.08304011259676,40424.7009148487,0.0,0.0,269.88036593947925,0.0,26.0,72.0,100000.0,50000.0,237.0,268435456.0,0.0,0.0,1731946891.0,0.0,26.0,0.0,1048576.0,0.0,1.0,0.5,268435456.0,,,,0.0,0.0020678325384113983,0.0031086380498583726,0.0010408055113867271,50.0,1732042388.0,29184000.0,0.0,0.0,0.0,0.0,81489920.0,0.0,115597312.0,86413312.0,13576.393442622952,0.0,0.0,157.37704918032787,10271.475409836066,0.0,0.0,115.40983606557377,0.0,1.0,3.0,100000.0,,2.0,0.0,0.0,0.0,1731946899.0,0.0,14.0,0.0,1048576.0,0.0,1.0,,
6,2024-11-19 18:53:11,9.619084263178145,0.0,0.0,0.0,0.0082724124663563,0.02001846864180989,0.011745671412215263,279.0,1732042390.0,2179072.0,0.0,471.3351288957291,98304.0,0.0,34000896.0,0.0,81620992.0,79540224.0,26583.626318432947,0.0,0.0,208.94023103967854,35037.167252636864,0.0,0.0,233.550979407333,0.0,26.0,72.0,100000.0,50000.0,237.0,268435456.0,0.0,0.0,1731946891.0,0.0,26.0,0.0,1048576.0,0.0,1.0,0.5,268435456.0,,,,0.0,0.0009425566342929562,0.003830906148853068,0.0028879449838167966,50.0,1732042390.0,29184000.0,0.0,3.6407766990291264,0.0,0.0,81526784.0,0.0,115642368.0,86458368.0,18247.681209206457,0.0,0.0,211.26760563380282,13956.372380625215,0.0,0.0,156.64720027481965,0.0,1.0,3.0,100000.0,,2.0,0.0,0.0,0.0,1731946899.0,0.0,14.0,0.0,1048576.0,0.0,1.0,,
7,2024-11-19 18:53:12,9.619084263178145,0.0,0.0,0.0,0.0082724124663563,0.02001846864180989,0.011745671412215263,279.0,1732042390.0,2179072.0,0.0,471.3351288957291,98304.0,0.0,34000896.0,0.0,81620992.0,79540224.0,26583.626318432947,0.0,0.0,208.94023103967854,35037.167252636864,0.0,0.0,233.550979407333,0.0,26.0,72.0,100000.0,50000.0,237.0,268435456.0,0.0,0.0,1731946891.0,0.0,26.0,0.0,1048576.0,0.0,1.0,0.5,268435456.0,,,,0.0,0.0009425566342929562,0.003830906148853068,0.0028879449838167966,50.0,1732042390.0,29184000.0,0.0,3.6407766990291264,0.0,0.0,81526784.0,0.0,115642368.0,86458368.0,18247.681209206457,0.0,0.0,211.26760563380282,13956.372380625215,0.0,0.0,156.64720027481965,0.0,1.0,3.0,100000.0,,2.0,0.0,0.0,0.0,1731946899.0,0.0,14.0,0.0,1048576.0,0.0,1.0,,
8,2024-11-19 18:53:13,9.049773755656108,0.0,0.0,0.0,0.008049773755623397,0.022655605832148616,0.014606334841561123,279.0,1732042392.0,2191360.0,0.0,444.4444444444444,98304.0,0.0,34000896.0,0.0,81928192.0,79835136.0,31585.347985347984,0.0,0.0,245.42124542124543,41969.230769230766,0.0,0.0,276.9230769230769,0.0,26.0,72.0,100000.0,50000.0,237.0,268435456.0,0.0,0.0,1731946891.0,0.0,26.0,0.0,1048576.0,0.0,1.0,0.5,268435456.0,,,,0.0,0.0027408759124126145,0.00411998175179575,0.0013795620438004442,50.0,1732042392.0,29184000.0,0.0,0.0,0.0,0.0,81526784.0,0.0,115625984.0,86441984.0,14333.538461538461,0.0,0.0,166.15384615384616,10884.923076923076,0.0,0.0,122.46153846153847,0.0,1.0,3.0,100000.0,,2.0,0.0,0.0,0.0,1731946899.0,0.0,14.0,0.0,1048576.0,0.0,1.0,,
9,2024-11-19 18:53:14,8.849557522123893,0.0,0.0,0.0,0.005166099387374195,0.02209394145671273,0.016927842069493316,279.0,1732042392.0,2199552.0,0.0,393.4649421375085,98304.0,0.0,34000896.0,0.0,81657856.0,79556608.0,28488.888888888887,0.0,0.0,222.7390180878553,37762.79069767442,0.0,0.0,249.6124031007752,0.0,26.0,72.0,100000.0,50000.0,237.0,268435456.0,0.0,0.0,1731946891.0,0.0,26.0,0.0,1048576.0,0.0,1.0,0.5,268435456.0,,,,0.0,0.0035152173913265083,0.0038304347826588264,0.0003152173913117227,50.0,1732042392.0,29184000.0,0.0,0.0,0.0,0.0,81526784.0,0.0,115638272.0,86454272.0,14333.538461538461,0.0,0.0,166.15384615384616,10884.923076923076,0.0,0.0,122.46153846153847,0.0,1.0,3.0,100000.0,,2.0,0.0,0.0,0.0,1731946899.0,0.0,14.0,0.0,1048576.0,0.0,1.0,,
